severity	app	product_ids	anomaly_type	evidence	confidence
BLOCKER	PackingList	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PackingList	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PackingList	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PackingList	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PackingList	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PercentageCalc	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PercentageCalc	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PercentageCalc	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PercentageCalc	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PercentageCalc	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PeriodTracker	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PeriodTracker	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PeriodTracker	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PeriodTracker	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PeriodTracker	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PhoneticApp	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PhoneticApp	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PhoneticApp	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PhoneticApp	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PhoneticApp	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Phrasebook	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Phrasebook	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Phrasebook	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Phrasebook	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Phrasebook	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PinPull	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PinPull	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PinPull	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PinPull	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PinPull	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PipeConnect	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PixelArt	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PixelArt	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PixelArt	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PixelArt	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PixelArt	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PlantWater	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PlantWater	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PlantWater	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PlantWater	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PlantWater	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PostureReminder	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PostureReminder	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PostureReminder	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PostureReminder	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PostureReminder	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	PushUpCounter	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	PushUpCounter	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PushUpCounter	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PushUpCounter	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	PushUpCounter	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Puzzle2048	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Puzzle2048	undo_pack	mechanic_mismatch_undos	no 'undos' references found in game.html	LOW
BLOCKER	QRCodeGen	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	QRCodeGen	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QRCodeGen	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QRCodeGen	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QRCodeGen	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	QuitSmoking	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	QuitSmoking	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QuitSmoking	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QuitSmoking	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	QuitSmoking	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	RecipeConverter	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	RecipeConverter	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RecipeConverter	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RecipeConverter	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RecipeConverter	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	RomanNumeralConverter	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	RomanNumeralConverter	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RomanNumeralConverter	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RomanNumeralConverter	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	RomanNumeralConverter	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SalaryCalculator	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SalaryCalculator	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SalaryCalculator	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SalaryCalculator	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SalaryCalculator	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SavingsGoal	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SavingsGoal	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SavingsGoal	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SavingsGoal	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SavingsGoal	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ScienceQuiz	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ScienceQuiz	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScienceQuiz	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScienceQuiz	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScienceQuiz	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ScientificCalc	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ScientificCalc	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScientificCalc	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScientificCalc	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScientificCalc	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ScoreTracker	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ScoreTracker	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScoreTracker	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScoreTracker	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScoreTracker	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ScrewPuzzle	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ScrewPuzzle	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScrewPuzzle	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScrewPuzzle	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ScrewPuzzle	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ShapesColors	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ShapesColors	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ShapesColors	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ShapesColors	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ShapesColors	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SleepTracker	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SleepTracker	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SleepTracker	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SleepTracker	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SleepTracker	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SlidingTiles	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SlidingTiles	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SlidingTiles	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SlidingTiles	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SlidingTiles	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SnakeGame	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SnakeGame	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SnakeGame	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SnakeGame	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SnakeGame	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SobrietyCounter	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SobrietyCounter	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SobrietyCounter	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SobrietyCounter	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SobrietyCounter	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Sokoban	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Sokoban	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sokoban	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sokoban	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sokoban	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SolarSystem	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SolarSystem	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SolarSystem	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SolarSystem	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SolarSystem	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Solitaire	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Solitaire	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Solitaire	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Solitaire	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Solitaire	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SoundBoard	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SoundBoard	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SoundBoard	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SoundBoard	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SoundBoard	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SpellingBee	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SpellingBee	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpellingBee	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpellingBee	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpinBottle	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SpinBottle	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpinBottle	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpinBottle	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SpinBottle	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	SportsQuiz	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	SportsQuiz	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SportsQuiz	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SportsQuiz	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	SportsQuiz	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	StepCounter	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	StepCounter	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	StepCounter	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	StepCounter	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	StepCounter	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Sudoku	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Sudoku	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sudoku	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sudoku	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sudoku	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	Sumplete	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	Sumplete	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sumplete	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sumplete	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	Sumplete	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	TapColor	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	TapColor	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TapColor	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TapColor	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TapColor	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	TetrisGame	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	TetrisGame	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TetrisGame	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TetrisGame	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TetrisGame	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	TextCase	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	TextCase	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TextCase	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TextCase	unlimited_lives_forever	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	TextCase	hint_pack	mechanic_mismatch_hints	no 'hints' references found in game.html	LOW
BLOCKER	ThisOrThat	five_lives + unlimited_lives_1h	same_price_different_value	both at $0.99; 'unlimited_lives_1h' grants strictly more lives than 'five_lives'	HIGH
BLOCKER	ThisOrThat	five_lives	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
BLOCKER	ThisOrThat	unlimited_lives_1h	mechanic_mismatch_lives	no 'lives' / 'hearts' references found in game.html — user could buy a SKU the app can't grant	LOW
